date,weekday,UB1_Comdty_PX-LAST,UB1_Comdty_CURRENCY-EUR,UB1_Comdty_PX-LAST-CHF,imputed,UB1_Comdty_start
1999-03-15,Monday,113.82,1.6003,182.146146,,
1999-03-16,Tuesday,115.01,1.5982,183.80898200000001,,
1999-03-17,Wednesday,115.2,1.5967,183.93984,,
1999-03-18,Thursday,115.41,1.5991,184.552131,,
1999-03-19,Friday,114.86,1.5974,183.477364,,start
1999-03-20,Saturday,,,183.477364,imputed from 77,
1999-03-21,Sunday,,,183.477364,imputed from 78,
1999-03-22,Monday,115.1,1.5977,183.89526999999998,,
1999-03-23,Tuesday,114.38,1.5905,181.92139,,
1999-03-24,Wednesday,114.33,1.5946,182.310618,,
1999-03-25,Thursday,114.39,1.5934,182.269026,,
1999-03-26,Friday,113.45,1.5928,180.70316,,start
1999-03-27,Saturday,,,180.70316,imputed from 84,
1999-03-28,Sunday,,,180.70316,imputed from 85,
1999-03-29,Monday,113.19,1.5933,180.34562699999998,,
1999-03-30,Tuesday,113.53,1.5968,181.284704,,
1999-03-31,Wednesday,114.09,1.5972,182.224548,,
1999-04-01,Thursday,114.03,1.5967,182.071701,,
1999-04-02,Friday,114.03,1.5972,182.128716,imputed from 90,start
1999-04-03,Saturday,,,182.128716,imputed from 91,
1999-04-04,Sunday,,,182.128716,imputed from 92,
